AÑO,DEPARTAMENTO,FECHA_ACC,DIA_SEMANA_ACC,CONDIC_METEOR,ESTADO_SUPER,TERRENO,GEOMETRIA_ACC,N_HERIDOS,N_MUERTOS,N_VICTIMAS,CLASE_ACCIDENTE,CAUSA_POSIBLE
2022,Boyacá,2022-04-10,Viernes,Lluvia,Seca,Montañoso,Curva,1,0,1,Colisión,Exceso de velocidad
2022,Santander,2022-11-03,Viernes,Soleado,Húmeda,Montañoso,Recta,0,0,0,Volcamiento,No mantener distancia
2022,Cundinamarca,2022-07-02,Sábado,Nublado,Seca,Plano,Recta,2,0,2,Atropello,Inexperiencia
2022,Antioquia,2022-02-20,Jueves,Nublado,Seca,Montañoso,Recta,1,0,1,Atropello,Exceso de velocidad
2022,Córdoba,2022-10-03,Martes,Nublado,Húmeda,Plano,Recta,1,0,1,Volcamiento,Inexperiencia
2022,Antioquia,2022-04-15,Lunes,Nublado,Seca,Montañoso,Recta,0,1,1,Atropello,Exceso de velocidad
2022,Córdoba,2022-01-25,Domingo,Lluvia,Húmeda,Montañoso,Recta,0,0,0,Atropello,Exceso de velocidad
2022,Antioquia,2022-07-27,Martes,Lluvia,Húmeda,Montañoso,Recta,2,0,2,Colisión,Exceso de velocidad
2022,Córdoba,2022-10-19,Sábado,Lluvia,Húmeda,Montañoso,Curva,1,1,2,Colisión,Exceso de velocidad
2022,Córdoba,2022-08-19,Jueves,Lluvia,Seca,Montañoso,Curva,2,0,2,Atropello,Inexperiencia
2022,Córdoba,2022-06-13,Domingo,Nublado,Seca,Montañoso,Recta,1,0,1,Atropello,Exceso de velocidad
2022,Santander,2022-01-18,Domingo,Soleado,Seca,Montañoso,Curva,0,0,0,Atropello,Inexperiencia
2022,Córdoba,2022-04-14,Domingo,Soleado,Seca,Montañoso,Curva,2,0,2,Volcamiento,Exceso de velocidad
2022,Córdoba,2022-02-04,Domingo,Nublado,Seca,Plano,Curva,1,1,2,Colisión,Exceso de velocidad
2022,Cundinamarca,2022-01-13,Lunes,Lluvia,Húmeda,Montañoso,Recta,0,0,0,Volcamiento,Exceso de velocidad
2022,Santander,2022-07-25,Sábado,Lluvia,Húmeda,Montañoso,Recta,0,0,0,Colisión,Exceso de velocidad
2022,Santander,2022-04-21,Viernes,Soleado,Húmeda,Montañoso,Curva,1,0,1,Colisión,Exceso de velocidad
2022,Boyacá,2022-04-21,Domingo,Lluvia,Húmeda,Plano,Curva,1,1,2,Atropello,No mantener distancia
2022,Santander,2022-08-09,Viernes,Lluvia,Seca,Plano,Curva,1,0,1,Volcamiento,Inexperiencia
2022,Santander,2022-06-27,Sábado,Soleado,Húmeda,Montañoso,Curva,0,0,0,Colisión,Exceso de velocidad
2022,Córdoba,2022-11-27,Lunes,Lluvia,Seca,Montañoso,Recta,1,0,1,Volcamiento,Exceso de velocidad
2022,Antioquia,2022-08-18,Sábado,Soleado,Seca,Montañoso,Curva,1,0,1,Atropello,Exceso de velocidad
2022,Córdoba,2022-10-02,Martes,Nublado,Seca,Plano,Recta,2,0,2,Volcamiento,No mantener distancia
2022,Cundinamarca,2022-02-11,Viernes,Soleado,Húmeda,Plano,Curva,0,0,0,Atropello,Inexperiencia
2022,Cundinamarca,2022-08-27,Sábado,Soleado,Húmeda,Montañoso,Curva,0,0,0,Atropello,Exceso de velocidad
2022,Antioquia,2022-07-28,Miércoles,Lluvia,Húmeda,Montañoso,Recta,3,0,3,Volcamiento,Exceso de velocidad
2022,Boyacá,2022-01-06,Sábado,Nublado,Seca,Montañoso,Recta,2,0,2,Volcamiento,Inexperiencia
2022,Boyacá,2022-01-20,Viernes,Soleado,Húmeda,Montañoso,Curva,1,0,1,Atropello,No mantener distancia
2022,Boyacá,2022-12-01,Jueves,Lluvia,Húmeda,Montañoso,Curva,2,0,2,Atropello,Exceso de velocidad
2022,Santander,2022-04-14,Sábado,Nublado,Húmeda,Montañoso,Recta,0,0,0,Colisión,Exceso de velocidad
2022,Antioquia,2022-04-01,Sábado,Nublado,Seca,Plano,Recta,1,0,1,Atropello,Exceso de velocidad
2022,Santander,2022-07-15,Jueves,Nublado,Húmeda,Montañoso,Curva,2,0,2,Volcamiento,Inexperiencia
2022,Boyacá,2022-01-16,Domingo,Lluvia,Seca,Plano,Recta,0,0,0,Atropello,Inexperiencia
2022,Santander,2022-02-01,Lunes,Soleado,Seca,Montañoso,Curva,2,0,2,Colisión,Exceso de velocidad
2022,Cundinamarca,2022-06-07,Martes,Nublado,Húmeda,Plano,Recta,1,0,1,Volcamiento,Inexperiencia
2022,Boyacá,2022-03-12,Lunes,Nublado,Húmeda,Montañoso,Recta,0,0,0,Volcamiento,Exceso de velocidad
2022,Boyacá,2022-04-18,Domingo,Soleado,Seca,Montañoso,Curva,0,0,0,Volcamiento,No mantener distancia
2022,Córdoba,2022-10-25,Viernes,Nublado,Seca,Plano,Curva,0,0,0,Colisión,No mantener distancia
2022,Santander,2022-09-02,Lunes,Lluvia,Húmeda,Montañoso,Recta,1,1,2,Volcamiento,Inexperiencia
2022,Santander,2022-05-18,Domingo,Soleado,Húmeda,Plano,Curva,2,0,2,Colisión,No mantener distancia
2022,Antioquia,2022-04-18,Miércoles,Nublado,Seca,Plano,Curva,0,0,0,Colisión,Inexperiencia
2022,Córdoba,2022-10-20,Martes,Soleado,Húmeda,Plano,Recta,1,0,1,Volcamiento,No mantener distancia
2022,Boyacá,2022-03-17,Jueves,Soleado,Húmeda,Montañoso,Recta,0,0,0,Atropello,Exceso de velocidad
2022,Córdoba,2022-08-20,Jueves,Soleado,Húmeda,Montañoso,Recta,2,0,2,Colisión,No mantener distancia
2022,Boyacá,2022-06-16,Martes,Soleado,Seca,Plano,Recta,1,0,1,Atropello,Exceso de velocidad
2022,Boyacá,2022-07-01,Martes,Soleado,Seca,Plano,Curva,0,0,0,Volcamiento,Inexperiencia
2022,Boyacá,2022-12-17,Jueves,Lluvia,Húmeda,Montañoso,Curva,1,0,1,Colisión,Exceso de velocidad
2022,Boyacá,2022-09-23,Domingo,Soleado,Seca,Montañoso,Recta,0,0,0,Atropello,Exceso de velocidad
2022,Córdoba,2022-07-12,Martes,Lluvia,Húmeda,Montañoso,Recta,1,0,1,Volcamiento,Exceso de velocidad
2022,Cundinamarca,2022-04-27,Sábado,Lluvia,Seca,Montañoso,Recta,0,0,0,Volcamiento,Inexperiencia
2022,Santander,2022-11-05,Domingo,Nublado,Seca,Montañoso,Curva,0,0,0,Atropello,No mantener distancia
2022,Santander,2022-09-15,Miércoles,Soleado,Húmeda,Montañoso,Recta,0,0,0,Atropello,Exceso de velocidad
2022,Boyacá,2022-08-03,Domingo,Lluvia,Seca,Plano,Recta,1,0,1,Colisión,Exceso de velocidad
2022,Boyacá,2022-01-17,Miércoles,Lluvia,Seca,Montañoso,Curva,1,0,1,Volcamiento,No mantener distancia
2022,Antioquia,2022-04-18,Viernes,Nublado,Húmeda,Plano,Curva,1,0,1,Atropello,Inexperiencia
2022,Antioquia,2022-12-09,Martes,Lluvia,Seca,Plano,Curva,2,0,2,Volcamiento,No mantener distancia
2022,Boyacá,2022-05-22,Viernes,Lluvia,Húmeda,Montañoso,Recta,1,0,1,Volcamiento,Exceso de velocidad
2022,Santander,2022-12-22,Jueves,Lluvia,Seca,Plano,Recta,0,0,0,Volcamiento,Inexperiencia
2022,Boyacá,2022-08-08,Viernes,Lluvia,Seca,Montañoso,Recta,0,0,0,Volcamiento,No mantener distancia
2022,Cundinamarca,2022-12-16,Martes,Nublado,Húmeda,Plano,Curva,1,0,1,Atropello,Inexperiencia
2022,Boyacá,2022-09-20,Sábado,Nublado,Seca,Montañoso,Recta,0,1,1,Volcamiento,Exceso de velocidad
2022,Antioquia,2022-05-02,Jueves,Nublado,Seca,Plano,Curva,1,0,1,Colisión,Exceso de velocidad
2022,Cundinamarca,2022-05-10,Domingo,Soleado,Seca,Plano,Recta,1,0,1,Colisión,Exceso de velocidad
2022,Córdoba,2022-02-05,Sábado,Nublado,Húmeda,Montañoso,Curva,0,0,0,Volcamiento,No mantener distancia
2022,Antioquia,2022-08-18,Lunes,Soleado,Húmeda,Plano,Recta,0,0,0,Volcamiento,Inexperiencia
2022,Boyacá,2022-10-12,Martes,Nublado,Húmeda,Plano,Recta,0,0,0,Volcamiento,Inexperiencia
2022,Santander,2022-07-26,Martes,Nublado,Húmeda,Plano,Recta,1,0,1,Atropello,Exceso de velocidad
2022,Cundinamarca,2022-09-21,Sábado,Lluvia,Seca,Plano,Recta,2,0,2,Colisión,Exceso de velocidad
2022,Antioquia,2022-04-11,Jueves,Lluvia,Seca,Montañoso,Curva,0,0,0,Colisión,No mantener distancia
2022,Córdoba,2022-07-08,Viernes,Nublado,Seca,Plano,Recta,1,0,1,Colisión,Exceso de velocidad
2022,Antioquia,2022-12-12,Martes,Soleado,Húmeda,Plano,Curva,0,0,0,Volcamiento,Exceso de velocidad
2022,Cundinamarca,2022-08-03,Viernes,Lluvia,Húmeda,Plano,Curva,0,0,0,Volcamiento,Exceso de velocidad
2022,Córdoba,2022-10-06,Jueves,Soleado,Seca,Montañoso,Recta,3,0,3,Atropello,No mantener distancia
2022,Santander,2022-03-22,Miércoles,Lluvia,Húmeda,Plano,Recta,1,0,1,Atropello,Exceso de velocidad
2022,Cundinamarca,2022-05-03,Lunes,Soleado,Seca,Plano,Curva,1,0,1,Colisión,Exceso de velocidad
2022,Cundinamarca,2022-09-13,Martes,Nublado,Húmeda,Plano,Recta,0,0,0,Volcamiento,No mantener distancia
2022,Boyacá,2022-01-16,Miércoles,Nublado,Húmeda,Montañoso,Recta,1,0,1,Volcamiento,Inexperiencia
2022,Cundinamarca,2022-01-27,Lunes,Nublado,Seca,Plano,Curva,1,0,1,Atropello,Inexperiencia
2022,Córdoba,2022-11-02,Domingo,Soleado,Húmeda,Plano,Recta,0,0,0,Atropello,Exceso de velocidad
2022,Cundinamarca,2022-04-03,Sábado,Soleado,Húmeda,Plano,Curva,1,0,1,Colisión,Inexperiencia
2022,Cundinamarca,2022-10-23,Sábado,Soleado,Húmeda,Montañoso,Curva,1,0,1,Volcamiento,No mantener distancia
2022,Santander,2022-03-13,Martes,Lluvia,Húmeda,Plano,Recta,2,0,2,Colisión,Inexperiencia
2022,Boyacá,2022-02-05,Domingo,Lluvia,Húmeda,Plano,Curva,0,0,0,Volcamiento,Exceso de velocidad
2022,Córdoba,2022-12-19,Viernes,Soleado,Húmeda,Montañoso,Curva,1,0,1,Colisión,No mantener distancia
2022,Boyacá,2022-09-20,Viernes,Lluvia,Seca,Montañoso,Curva,1,0,1,Colisión,Exceso de velocidad
2022,Santander,2022-11-17,Jueves,Lluvia,Húmeda,Plano,Curva,2,0,2,Atropello,Exceso de velocidad
2022,Cundinamarca,2022-04-06,Sábado,Soleado,Húmeda,Montañoso,Recta,0,0,0,Colisión,No mantener distancia
2022,Córdoba,2022-01-01,Viernes,Nublado,Húmeda,Montañoso,Curva,0,0,0,Atropello,No mantener distancia
2022,Santander,2022-07-20,Jueves,Soleado,Húmeda,Montañoso,Recta,2,0,2,Atropello,No mantener distancia
2022,Antioquia,2022-02-19,Miércoles,Nublado,Húmeda,Montañoso,Recta,1,0,1,Atropello,Exceso de velocidad
2022,Cundinamarca,2022-03-17,Viernes,Nublado,Húmeda,Montañoso,Recta,0,0,0,Colisión,Exceso de velocidad
2022,Antioquia,2022-05-12,Jueves,Soleado,Seca,Plano,Curva,0,0,0,Volcamiento,No mantener distancia
2022,Córdoba,2022-12-18,Lunes,Lluvia,Húmeda,Montañoso,Curva,0,0,0,Colisión,Inexperiencia
2022,Cundinamarca,2022-08-28,Viernes,Nublado,Húmeda,Montañoso,Curva,0,0,0,Colisión,No mantener distancia
2022,Santander,2022-01-10,Domingo,Nublado,Seca,Plano,Recta,0,0,0,Volcamiento,Inexperiencia
2022,Cundinamarca,2022-02-27,Domingo,Soleado,Seca,Plano,Recta,0,1,1,Volcamiento,Inexperiencia
2022,Cundinamarca,2022-02-28,Sábado,Nublado,Seca,Montañoso,Curva,1,0,1,Volcamiento,No mantener distancia
2022,Cundinamarca,2022-04-07,Jueves,Soleado,Húmeda,Plano,Recta,0,0,0,Atropello,No mantener distancia
2022,Cundinamarca,2022-08-25,Lunes,Nublado,Seca,Montañoso,Recta,2,0,2,Atropello,Exceso de velocidad
2022,Boyacá,2022-10-15,Sábado,Lluvia,Seca,Plano,Curva,1,0,1,Atropello,Inexperiencia
2022,Boyacá,2022-06-18,Sábado,Soleado,Húmeda,Montañoso,Recta,0,0,0,Volcamiento,Exceso de velocidad
2022,Santander,2022-02-03,Miércoles,Lluvia,Húmeda,Plano,Curva,0,0,0,Colisión,Inexperiencia
2022,Santander,2022-08-02,Jueves,Lluvia,Seca,Plano,Curva,0,0,0,Volcamiento,No mantener distancia
2022,Córdoba,2022-03-21,Sábado,Nublado,Seca,Montañoso,Recta,0,0,0,Volcamiento,Inexperiencia
2022,Cundinamarca,2022-09-08,Viernes,Lluvia,Húmeda,Montañoso,Curva,1,0,1,Colisión,No mantener distancia
2022,Boyacá,2022-09-13,Jueves,Lluvia,Húmeda,Plano,Curva,1,0,1,Atropello,Inexperiencia
2022,Cundinamarca,2022-10-12,Viernes,Nublado,Seca,Montañoso,Curva,0,0,0,Colisión,Exceso de velocidad
2022,Antioquia,2022-09-08,Sábado,Soleado,Seca,Montañoso,Recta,0,0,0,Atropello,No mantener distancia
2022,Boyacá,2022-10-20,Martes,Nublado,Húmeda,Montañoso,Curva,0,0,0,Volcamiento,No mantener distancia
2022,Cundinamarca,2022-09-02,Martes,Soleado,Húmeda,Montañoso,Curva,3,0,3,Volcamiento,Exceso de velocidad
2022,Cundinamarca,2022-09-15,Jueves,Soleado,Seca,Plano,Curva,1,0,1,Colisión,Inexperiencia
2022,Boyacá,2022-06-22,Viernes,Soleado,Húmeda,Montañoso,Curva,0,0,0,Atropello,Exceso de velocidad
2022,Antioquia,2022-06-06,Miércoles,Lluvia,Húmeda,Plano,Recta,1,1,2,Colisión,Inexperiencia
2022,Santander,2022-04-24,Viernes,Nublado,Húmeda,Plano,Curva,0,0,0,Volcamiento,Inexperiencia
2022,Santander,2022-11-06,Viernes,Nublado,Húmeda,Plano,Curva,2,0,2,Colisión,Exceso de velocidad
2022,Santander,2022-10-19,Domingo,Lluvia,Seca,Plano,Recta,1,1,2,Atropello,Inexperiencia
2022,Antioquia,2022-05-07,Domingo,Lluvia,Húmeda,Plano,Curva,0,0,0,Atropello,No mantener distancia
2022,Córdoba,2022-03-28,Domingo,Soleado,Seca,Montañoso,Recta,1,0,1,Volcamiento,No mantener distancia
2022,Boyacá,2022-05-09,Martes,Lluvia,Húmeda,Plano,Curva,1,0,1,Colisión,No mantener distancia
2022,Antioquia,2022-03-10,Viernes,Lluvia,Húmeda,Montañoso,Curva,1,0,1,Colisión,Exceso de velocidad
2022,Córdoba,2022-01-16,Viernes,Nublado,Húmeda,Montañoso,Curva,2,0,2,Atropello,Exceso de velocidad
2022,Boyacá,2022-10-27,Sábado,Lluvia,Seca,Montañoso,Recta,0,0,0,Volcamiento,No mantener distancia
2022,Córdoba,2022-06-21,Jueves,Lluvia,Húmeda,Montañoso,Recta,0,0,0,Atropello,Exceso de velocidad
2022,Boyacá,2022-10-22,Jueves,Soleado,Húmeda,Montañoso,Recta,1,0,1,Volcamiento,Exceso de velocidad
2022,Santander,2022-01-25,Lunes,Soleado,Seca,Montañoso,Recta,1,0,1,Atropello,No mantener distancia
2022,Santander,2022-10-07,Martes,Soleado,Seca,Plano,Recta,0,0,0,Atropello,No mantener distancia
2022,Boyacá,2022-10-20,Lunes,Lluvia,Seca,Montañoso,Recta,1,0,1,Volcamiento,Exceso de velocidad
2022,Boyacá,2022-12-22,Viernes,Nublado,Húmeda,Plano,Recta,1,1,2,Colisión,Exceso de velocidad
2022,Antioquia,2022-03-14,Domingo,Nublado,Húmeda,Plano,Recta,0,1,1,Colisión,Inexperiencia
2022,Boyacá,2022-03-24,Jueves,Nublado,Seca,Montañoso,Recta,1,0,1,Colisión,Inexperiencia
2022,Boyacá,2022-03-04,Miércoles,Soleado,Seca,Montañoso,Recta,0,1,1,Colisión,Exceso de velocidad
2022,Boyacá,2022-07-07,Miércoles,Nublado,Seca,Plano,Curva,1,1,2,Volcamiento,No mantener distancia
2022,Cundinamarca,2022-04-18,Viernes,Soleado,Seca,Plano,Recta,0,0,0,Colisión,Inexperiencia
2022,Antioquia,2022-10-19,Lunes,Soleado,Húmeda,Montañoso,Recta,0,0,0,Colisión,No mantener distancia
2022,Cundinamarca,2022-04-04,Jueves,Soleado,Húmeda,Plano,Recta,1,0,1,Atropello,Inexperiencia
2022,Santander,2022-06-26,Viernes,Soleado,Húmeda,Plano,Curva,0,0,0,Colisión,No mantener distancia
2022,Boyacá,2022-04-16,Sábado,Lluvia,Seca,Montañoso,Curva,0,0,0,Atropello,Exceso de velocidad
2022,Córdoba,2022-09-19,Miércoles,Soleado,Húmeda,Plano,Recta,1,0,1,Atropello,No mantener distancia
2022,Antioquia,2022-10-10,Martes,Nublado,Seca,Montañoso,Curva,0,0,0,Volcamiento,No mantener distancia
2022,Antioquia,2022-02-14,Lunes,Nublado,Húmeda,Plano,Recta,0,0,0,Volcamiento,Exceso de velocidad
2022,Antioquia,2022-01-12,Domingo,Nublado,Húmeda,Montañoso,Curva,1,0,1,Volcamiento,Exceso de velocidad
2022,Boyacá,2022-04-26,Lunes,Soleado,Húmeda,Montañoso,Recta,0,0,0,Colisión,Exceso de velocidad
2022,Cundinamarca,2022-05-22,Viernes,Nublado,Seca,Montañoso,Recta,0,0,0,Volcamiento,Exceso de velocidad
2022,Cundinamarca,2022-03-26,Lunes,Soleado,Húmeda,Montañoso,Recta,0,0,0,Colisión,Inexperiencia
2022,Santander,2022-07-12,Miércoles,Nublado,Seca,Montañoso,Recta,0,0,0,Atropello,Inexperiencia
2022,Boyacá,2022-02-13,Sábado,Soleado,Húmeda,Plano,Recta,2,0,2,Volcamiento,Inexperiencia
2022,Córdoba,2022-03-26,Lunes,Lluvia,Húmeda,Montañoso,Recta,1,0,1,Colisión,Exceso de velocidad
2022,Córdoba,2022-07-02,Martes,Lluvia,Seca,Plano,Recta,0,0,0,Colisión,Inexperiencia
2022,Boyacá,2022-11-28,Sábado,Lluvia,Seca,Montañoso,Curva,0,0,0,Atropello,No mantener distancia
2022,Córdoba,2022-08-19,Domingo,Nublado,Húmeda,Plano,Recta,0,0,0,Volcamiento,Exceso de velocidad
2022,Santander,2022-07-28,Lunes,Soleado,Seca,Montañoso,Curva,0,1,1,Atropello,Exceso de velocidad
2022,Cundinamarca,2022-08-05,Martes,Soleado,Seca,Montañoso,Recta,1,0,1,Atropello,Inexperiencia
2022,Antioquia,2022-11-18,Martes,Soleado,Húmeda,Plano,Recta,1,0,1,Colisión,Exceso de velocidad
2022,Boyacá,2022-01-06,Sábado,Lluvia,Húmeda,Plano,Recta,1,0,1,Colisión,Inexperiencia
2022,Santander,2022-10-06,Sábado,Lluvia,Húmeda,Plano,Recta,0,0,0,Volcamiento,Inexperiencia
2022,Boyacá,2022-09-13,Viernes,Soleado,Húmeda,Montañoso,Curva,0,0,0,Volcamiento,No mantener distancia
2022,Santander,2022-02-19,Martes,Lluvia,Seca,Plano,Curva,0,1,1,Volcamiento,Inexperiencia
2022,Antioquia,2022-03-03,Martes,Nublado,Seca,Plano,Recta,1,0,1,Colisión,No mantener distancia
2022,Córdoba,2022-12-18,Jueves,Soleado,Seca,Plano,Curva,0,1,1,Atropello,Exceso de velocidad
2022,Cundinamarca,2022-11-23,Martes,Lluvia,Seca,Montañoso,Recta,0,0,0,Volcamiento,No mantener distancia
2022,Córdoba,2022-10-17,Miércoles,Lluvia,Húmeda,Montañoso,Recta,2,0,2,Volcamiento,No mantener distancia
2022,Antioquia,2022-05-03,Sábado,Lluvia,Húmeda,Montañoso,Recta,2,1,3,Volcamiento,Inexperiencia
2022,Cundinamarca,2022-04-28,Viernes,Soleado,Seca,Montañoso,Recta,0,0,0,Atropello,Exceso de velocidad
2022,Santander,2022-09-21,Miércoles,Soleado,Seca,Montañoso,Curva,0,1,1,Atropello,Exceso de velocidad
2022,Santander,2022-03-28,Jueves,Nublado,Seca,Montañoso,Curva,0,0,0,Atropello,Exceso de velocidad
2022,Santander,2022-05-26,Viernes,Soleado,Seca,Montañoso,Recta,0,0,0,Volcamiento,No mantener distancia
2022,Boyacá,2022-09-26,Sábado,Soleado,Seca,Montañoso,Curva,0,0,0,Atropello,No mantener distancia
2022,Antioquia,2022-03-03,Jueves,Lluvia,Seca,Plano,Recta,0,0,0,Volcamiento,Inexperiencia
2022,Cundinamarca,2022-05-20,Domingo,Soleado,Húmeda,Plano,Recta,1,0,1,Volcamiento,No mantener distancia
2022,Santander,2022-10-07,Lunes,Lluvia,Húmeda,Plano,Recta,0,0,0,Colisión,Exceso de velocidad
2022,Boyacá,2022-12-27,Martes,Nublado,Húmeda,Montañoso,Curva,0,0,0,Volcamiento,Exceso de velocidad
2022,Antioquia,2022-02-07,Jueves,Lluvia,Seca,Plano,Curva,0,0,0,Volcamiento,No mantener distancia
2022,Santander,2022-01-01,Lunes,Soleado,Seca,Montañoso,Curva,0,0,0,Colisión,Exceso de velocidad
2022,Córdoba,2022-05-07,Viernes,Lluvia,Seca,Plano,Recta,0,0,0,Colisión,No mantener distancia
2022,Santander,2022-06-17,Miércoles,Nublado,Húmeda,Montañoso,Recta,0,0,0,Volcamiento,Exceso de velocidad
2022,Santander,2022-11-27,Martes,Soleado,Seca,Plano,Curva,0,0,0,Atropello,Exceso de velocidad
2022,Cundinamarca,2022-03-17,Viernes,Lluvia,Seca,Plano,Recta,0,0,0,Atropello,No mantener distancia
2022,Boyacá,2022-09-28,Viernes,Soleado,Húmeda,Montañoso,Recta,1,0,1,Volcamiento,No mantener distancia
2022,Boyacá,2022-10-25,Sábado,Lluvia,Húmeda,Montañoso,Recta,1,0,1,Colisión,Exceso de velocidad
2022,Antioquia,2022-08-04,Martes,Soleado,Seca,Plano,Curva,0,1,1,Volcamiento,Exceso de velocidad
2022,Boyacá,2022-05-26,Lunes,Nublado,Húmeda,Plano,Recta,1,0,1,Atropello,Inexperiencia
2022,Córdoba,2022-01-16,Domingo,Lluvia,Seca,Montañoso,Recta,1,0,1,Colisión,Exceso de velocidad
2022,Córdoba,2022-10-12,Martes,Nublado,Húmeda,Plano,Recta,2,0,2,Volcamiento,Inexperiencia
2022,Santander,2022-11-05,Martes,Nublado,Húmeda,Plano,Recta,0,0,0,Atropello,Inexperiencia
2022,Cundinamarca,2022-12-03,Viernes,Nublado,Húmeda,Plano,Recta,1,0,1,Atropello,Inexperiencia
2022,Santander,2022-12-20,Jueves,Lluvia,Seca,Montañoso,Curva,0,0,0,Colisión,No mantener distancia
2022,Córdoba,2022-03-05,Viernes,Lluvia,Húmeda,Montañoso,Recta,1,0,1,Volcamiento,Exceso de velocidad
2022,Córdoba,2022-12-04,Jueves,Soleado,Húmeda,Plano,Curva,1,0,1,Volcamiento,Exceso de velocidad
2022,Antioquia,2022-06-19,Sábado,Nublado,Húmeda,Plano,Curva,0,0,0,Atropello,Inexperiencia
2022,Córdoba,2022-06-22,Lunes,Lluvia,Húmeda,Plano,Curva,2,0,2,Atropello,Exceso de velocidad
2022,Boyacá,2022-03-20,Viernes,Lluvia,Húmeda,Montañoso,Recta,0,0,0,Volcamiento,Exceso de velocidad
2022,Santander,2022-05-08,Jueves,Nublado,Húmeda,Montañoso,Curva,1,0,1,Atropello,Exceso de velocidad
2022,Antioquia,2022-05-02,Domingo,Nublado,Húmeda,Plano,Curva,0,0,0,Volcamiento,No mantener distancia
2022,Boyacá,2022-06-04,Martes,Lluvia,Húmeda,Plano,Curva,1,0,1,Atropello,Inexperiencia
2022,Boyacá,2022-10-20,Miércoles,Nublado,Húmeda,Montañoso,Curva,2,0,2,Volcamiento,No mantener distancia
2022,Córdoba,2022-02-09,Viernes,Lluvia,Seca,Plano,Recta,0,0,0,Atropello,Inexperiencia
2022,Córdoba,2022-08-10,Domingo,Nublado,Seca,Montañoso,Recta,2,0,2,Volcamiento,Exceso de velocidad
2022,Córdoba,2022-05-09,Martes,Nublado,Húmeda,Plano,Recta,1,0,1,Colisión,Inexperiencia
2022,Boyacá,2022-09-15,Martes,Soleado,Seca,Plano,Recta,2,0,2,Volcamiento,Inexperiencia
2022,Santander,2022-03-27,Lunes,Nublado,Húmeda,Montañoso,Recta,1,0,1,Colisión,Exceso de velocidad
2022,Boyacá,2022-09-24,Domingo,Nublado,Húmeda,Montañoso,Curva,0,0,0,Colisión,Inexperiencia
2022,Cundinamarca,2022-07-14,Martes,Lluvia,Húmeda,Montañoso,Recta,0,0,0,Colisión,Exceso de velocidad
2022,Santander,2022-11-28,Martes,Nublado,Húmeda,Montañoso,Curva,1,0,1,Colisión,No mantener distancia
2022,Antioquia,2022-12-17,Viernes,Soleado,Seca,Plano,Curva,0,0,0,Atropello,No mantener distancia
2022,Santander,2022-01-20,Lunes,Nublado,Húmeda,Plano,Recta,1,0,1,Volcamiento,No mantener distancia
2022,Antioquia,2022-01-25,Miércoles,Lluvia,Húmeda,Plano,Curva,0,0,0,Colisión,Exceso de velocidad
2022,Cundinamarca,2022-12-24,Miércoles,Soleado,Húmeda,Montañoso,Recta,1,0,1,Volcamiento,No mantener distancia
2022,Córdoba,2022-08-01,Martes,Soleado,Húmeda,Montañoso,Curva,0,0,0,Atropello,Inexperiencia
2022,Boyacá,2022-10-08,Lunes,Soleado,Húmeda,Montañoso,Curva,1,0,1,Colisión,Exceso de velocidad
2022,Santander,2022-02-28,Jueves,Nublado,Seca,Montañoso,Recta,0,0,0,Colisión,No mantener distancia
2022,Córdoba,2022-09-13,Domingo,Soleado,Seca,Montañoso,Curva,2,0,2,Colisión,Inexperiencia
2022,Córdoba,2022-07-07,Sábado,Nublado,Húmeda,Montañoso,Curva,0,0,0,Volcamiento,No mantener distancia
2022,Cundinamarca,2022-11-01,Sábado,Soleado,Húmeda,Plano,Recta,1,0,1,Volcamiento,No mantener distancia
2022,Antioquia,2022-11-18,Jueves,Soleado,Húmeda,Montañoso,Recta,0,0,0,Colisión,No mantener distancia
2022,Antioquia,2022-04-26,Domingo,Nublado,Seca,Montañoso,Curva,0,0,0,Colisión,Inexperiencia
2022,Boyacá,2022-06-26,Jueves,Nublado,Húmeda,Montañoso,Recta,0,0,0,Volcamiento,No mantener distancia
2022,Boyacá,2022-08-25,Sábado,Lluvia,Húmeda,Plano,Curva,2,0,2,Atropello,No mantener distancia
2022,Antioquia,2022-10-27,Viernes,Lluvia,Húmeda,Plano,Recta,0,0,0,Volcamiento,Inexperiencia
2022,Santander,2022-02-02,Miércoles,Lluvia,Húmeda,Montañoso,Curva,0,0,0,Volcamiento,Inexperiencia
2022,Boyacá,2022-01-22,Sábado,Nublado,Húmeda,Plano,Curva,0,0,0,Atropello,Exceso de velocidad
2022,Cundinamarca,2022-02-17,Jueves,Lluvia,Seca,Montañoso,Recta,0,0,0,Colisión,Inexperiencia
2022,Córdoba,2022-11-17,Jueves,Nublado,Seca,Plano,Recta,0,0,0,Colisión,Exceso de velocidad
2022,Boyacá,2022-04-05,Lunes,Lluvia,Húmeda,Montañoso,Recta,1,0,1,Atropello,Inexperiencia
2022,Boyacá,2022-04-16,Miércoles,Nublado,Húmeda,Montañoso,Curva,1,0,1,Colisión,No mantener distancia
2022,Cundinamarca,2022-05-05,Jueves,Nublado,Seca,Montañoso,Curva,0,1,1,Atropello,No mantener distancia
2022,Boyacá,2022-08-11,Lunes,Nublado,Seca,Plano,Recta,1,0,1,Colisión,Inexperiencia
2022,Antioquia,2022-12-02,Domingo,Nublado,Seca,Montañoso,Recta,1,0,1,Colisión,Inexperiencia
